,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-154.44786032160843,33.122927537962454,-220.57716659939368,-92.26329735595255,,
1,-19.83745168763214,20.38254156038054,-50.28281027648032,12.547436939761802,4090.1501220703126,141.04974517822265
