,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-160.40541269603335,34.40741078968461,-223.271383559107,-119.0848811973662,,
1,0,-54.6581173580582,14.804822735029912,-83.9800785660002,-37.529470980261564,4029.566650390625,146.0532196044922
2,1,-9.911733029137617,24.10924358574987,-55.10210583251313,40.14414691007428,164.82591667175294,90.73524436950683
3,2,36.77370063855505,20.005357461956752,11.970160835535053,70.53382446251376,96.86082140604655,64.93375924428304
4,3,49.535029215378586,21.109899738641275,8.29878936684462,82.21546007553889,70.83143744468688,50.25659394264221
5,4,70.54916931993773,32.460921060156025,18.365259599069102,122.37174800539216,53.831666829634685,39.69153299137037
6,5,81.56141465281011,21.870443386012745,34.78986710149018,109.64261719393463,42.65313116170592,33.05783785803843
7,6,108.63824132949767,31.323543346608282,51.933765771812304,153.14726005419874,33.98296712792438,28.895905204441238
8,7,93.81806682106644,26.455524229687825,42.2332444278481,136.44829583620339,29.899231328239924,26.589590226547628
9,8,82.8888082596564,19.512024627376103,49.06063493903828,108.56665315411409,28.409097649834372,24.60229674252597
10,9,107.42909056435587,35.62220551533845,53.33265308651078,186.51056321406708,24.97632088953135,22.704109581149353
11,10,99.81259493931655,31.94546714876065,50.85469509715404,150.61763623935963,23.478695525063408,21.67351281201398
