,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-158.76444879326354,29.070513127129608,-205.95946271838608,-95.4394900440572,,
1,-7.459780384186753,18.55913315484126,-37.527650650520556,25.574840828598333,4061.6955322265626,141.55199127197267
