,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-151.8031625477691,20.164626852748928,-190.4891121957997,-116.95591450569302,,
1,-23.155542417521197,26.826476170665597,-52.349717423794075,53.378194429174975,4267.552587890625,139.3886917114258
