Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
48.68028497695923	0	-248.06238	139.8965	192.51677	-730.40234	120.53453453453453	35.08269308237996	40138	40138
89.77252697944641	1	-197.00467	112.94442	153.13843	-526.40717	112.02793296089385	55.75825015164267	40106	80244
140.01811504364014	2	-182.81322	99.3744	128.15112	-466.08423	112.29131652661064	72.65674070184554	40088	120332
183.72853994369507	3	-167.21819	106.23006	195.40259	-720.36194	112.7661971830986	72.39118291899797	40032	160364
225.77815890312195	4	-156.15239	89.86541	201.83308	-437.94516	108.55284552845528	33.43898782165982	40056	200420
265.6240179538727	5	-139.74118	85.54477	196.63896	-426.69055	106.68266666666666	26.42257808937063	40006	240426
313.96693897247314	6	-141.58112	86.12562	142.53598	-405.24567	111.50974930362116	72.86217224668364	40032	280458
371.4745018482208	7	-137.93057	84.69362	171.03247	-360.0929	121.80851063829788	91.07064855304911	40075	320533
417.00315499305725	8	-127.64455	88.94825	206.45963	-323.53006	126.61708860759494	79.2668276212947	40011	360544
475.56981897354126	9	-116.680725	88.68747	206.90472	-290.2684	138.49826989619376	101.03763129736966	40026	400570
541.2551162242889	10	-101.36987	89.9399	170.94043	-349.43646	145.58545454545455	83.60584455033755	40036	440606
589.3214581012726	11	-90.458755	94.83689	180.43802	-303.8888	149.98876404494382	70.84389565556044	40047	480653
656.5241219997406	12	-77.61968	103.60361	189.28174	-344.14108	182.8904109589041	144.00696599499017	40053	520706
733.7607719898224	13	-76.08825	122.72686	202.617	-395.1562	195.4	144.85934641541925	40057	560763
841.0077369213104	14	-59.013855	143.12187	201.09088	-469.04767	220.24725274725276	142.21327184990434	40085	600848
940.9583828449249	15	-82.2116	130.20567	254.83748	-441.29807	249.68944099378882	157.22513177739884	40200	641048
1051.09464097023	16	-77.03995	118.81326	208.58733	-285.60635	298.95522388059703	211.1760200115888	40060	681108
1141.3757770061493	17	-104.49585	113.89219	181.38908	-324.33368	292.5985401459854	154.63158287111494	40086	721194
1250.420960187912	18	-78.09847	136.84668	212.02866	-564.3071	378.72641509433964	240.542411159433	40145	761339
1370.3335349559784	19	-61.325714	127.687126	226.74977	-322.92523	339.271186440678	233.6001821531443	40034	801373
1479.657966852188	20	-37.078114	140.39574	236.39046	-421.1589	331.35537190082647	212.79372930486758	40094	841467
1606.787316083908	21	-38.591167	132.17934	208.42624	-505.00806	405.5050505050505	287.68878294622164	40145	881612
1744.4250609874725	22	-5.984625	135.14742	206.94661	-260.88312	379.99056603773585	254.6525377948156	40279	921891
1871.5057470798492	23	-20.7705	132.67062	202.08623	-344.3559	400.42	282.5400920223535	40042	961933
2015.369029045105	24	12.853888	123.40259	223.37418	-259.98322	403.980198019802	286.88183582564704	40802	1002735
2144.779731988907	25	3.916769	134.43686	207.12715	-299.34268	477.5	334.90309543707315	40110	1042845
2266.8135249614716	26	20.738611	139.01988	238.69835	-325.05087	413.74747474747477	317.11761650158024	40961	1083806
2393.23837018013	27	34.165295	134.19295	231.35016	-210.3802	456.14606741573033	325.0783674076835	40597	1124403
2524.5494899749756	28	43.793037	125.03628	224.1295	-205.26909	452.5280898876405	333.89438853341676	40275	1164678
2654.693286895752	29	39.956158	135.62694	248.43628	-320.22952	391.6057692307692	326.4035791856111	40727	1205405
2779.009868144989	30	64.78666	137.24866	243.86551	-229.70291	417.4791666666667	323.97662528744087	40078	1245483
2907.3046469688416	31	52.425095	139.75754	231.00142	-356.65356	406.1111111111111	325.09193381580343	40205	1285688
3035.152153968811	32	10.830001	131.95322	234.37132	-315.6682	436.6304347826087	351.03928670855976	40170	1325858
3156.591061115265	33	47.68199	128.31021	238.51009	-194.02986	415.07216494845363	331.8806532295857	40262	1366120
3273.251232147217	34	41.207287	128.04903	230.07074	-314.16	408.90816326530614	306.8868397020972	40073	1406193
3401.575310945511	35	49.01132	138.21576	263.06592	-364.34872	455.72727272727275	327.1484138900016	40104	1446297
3521.8733961582184	36	72.79438	123.78145	232.67729	-243.78711	431.258064516129	293.85549455859325	40107	1486404
3646.4423398971558	37	78.48235	120.67634	226.45624	-157.86708	452.8988764044944	299.3820619000103	40308	1526712
3753.327167034149	38	124.11395	98.68253	236.42322	-133.70251	356.62831858407077	239.08598796361045	40299	1567011
3857.720463991165	39	99.512856	113.96348	239.4556	-188.65405	371.24074074074076	243.28377997608325	40094	1607105
3952.9780130386353	40	142.54413	93.74017	243.42628	-168.60205	325.3577235772358	213.55184934588027	40019	1647124
4068.1110060214996	41	129.84229	106.63357	235.27466	-128.07895	367.1834862385321	278.7644484308339	40023	1687147
4181.488331079483	42	129.69469	104.98378	253.3792	-128.5134	338.4583333333333	261.97229165929406	40615	1727762
4288.921974182129	43	112.60469	113.33162	234.78241	-281.05508	331.6694214876033	264.0238653259375	40132	1767894
4368.678735971451	44	134.22433	102.57089	247.25897	-323.63278	256.84615384615387	163.47642164521784	40068	1807962
4468.8472011089325	45	119.73567	106.719215	246.67586	-170.2654	281.034965034965	233.17799595679125	40188	1848150
4555.421214103699	46	133.21146	102.12691	233.234	-258.98572	257.29487179487177	194.86248333016528	40138	1888288
4647.34624505043	47	127.59066	105.8167	250.17703	-120.12407	257.10897435897436	208.2712904657802	40109	1928397
4744.51747584343	48	135.38712	100.87305	257.1073	-109.28193	271.6979865771812	229.8285239012571	40483	1968880
4841.954386949539	49	110.77829	112.335686	238.42892	-212.14778	252.56603773584905	215.86848221512147	40158	2009038
4944.493568181992	50	120.98799	107.50752	242.13042	-134.4588	285.5531914893617	236.5357671822193	40263	2049301
5050.228521108627	51	144.92072	92.9284	262.33038	-167.08905	233.81976744186048	158.787876140618	40217	2089518
5142.080139160156	52	150.87444	91.72045	248.56882	-272.7443	237.09467455621302	171.09560781346715	40069	2129587
5235.27109003067	53	152.13731	79.18271	240.63596	-92.41308	246.51533742331287	175.27256095481445	40182	2169769
5364.319833993912	54	140.78958	91.046425	241.61195	-99.71725	238.11309523809524	185.5928860498814	40003	2209772
5443.599585056305	55	150.52641	83.31843	236.81918	-97.222145	215.2157894736842	114.82962557017791	40891	2250663
5526.294328927994	56	150.09999	87.86319	248.5599	-97.95641	233.5581395348837	172.73814735033787	40172	2290835
5606.128065109253	57	152.61475	85.29606	248.03192	-81.11549	233.27325581395348	156.14800218726492	40123	2330958
5691.7756061553955	58	158.24947	83.1551	267.0247	-162.06772	227.4659090909091	150.67223977166438	40034	2370992
5788.812950134277	59	155.33334	90.47727	256.1372	-131.4018	269.7236842105263	221.4244613195144	40998	2411990
5873.429571151733	60	157.49223	80.83814	253.44641	-121.62421	231.82658959537574	164.70026721689652	40106	2452096
5981.17778301239	61	153.50069	86.527985	245.63484	-88.902725	264.32894736842104	218.7373387709016	40178	2492274
6063.166785001755	62	165.05673	73.65622	253.90503	-105.005295	250.36875	177.5726830721367	40059	2532333
6143.759865999222	63	156.64447	81.518715	246.68163	-212.73239	260.37012987012986	191.683686658912	40097	2572430
6219.570574998856	64	162.28648	75.4624	240.8929	-158.57953	252.55974842767296	156.58102534888377	40157	2612587
6292.901016950607	65	159.14236	70.525696	236.15488	-105.52846	238.37058823529412	135.6164932911744	40523	2653110
6358.731705904007	66	161.20181	75.28249	233.12628	-99.722015	218.41304347826087	116.37511053316686	40188	2693298
6439.5660281181335	67	154.7056	78.159805	245.42242	-99.12195	245.77300613496934	165.46629781635002	40061	2733359
6512.07670211792	68	162.4399	76.62087	239.11465	-108.43044	230.132183908046	146.83687797794872	40043	2773402
6585.678506135941	69	169.05283	68.933014	248.98788	-109.45276	216.45405405405404	147.80553073548054	40044	2813446
6665.279716968536	70	143.18288	105.041176	252.41284	-336.63092	229.50285714285715	181.46221564315383	40163	2853609
6748.2580580711365	71	147.05496	98.072	258.85297	-360.2385	222.93333333333334	183.01273786876754	40128	2893737
